Det File Crosshead Load1 Load2 sampX sampY I0 Trans  dH1 ddH1 dV1 ddV1 dXY1 ddXY1 PeakInt1 mFWHM1 dHplus1 dHminus1  dH2 ddH2 dV2 ddV2 dXY2 ddXY2 PeakInt2 mFWHM2 dHplus2 dHminus2  dH3 ddH3 dV3 ddV3 dXY3 ddXY3 PeakInt3 mFWHM3 dHplus3 dHminus3  dH4 ddH4 dV4 ddV4 dXY4 ddXY4 PeakInt4 mFWHM4 dHplus4 dHminus4 dH5 ddH5 dV5 ddV5 dXY5 ddXY5 PeakInt5 mFWHM5 dHplus5 dHminus5 
5 5785 -25.628800 1790.070000 1700.080000 5.300000 0.120000 3.219580e+08 0.255662 1.992498 0.000058 1.992108 0.000104 1.992408 0.000291 1281.320676 2.769477 1.985451 1.999594 1.409268 0.000035 1.409497 0.000035 1.409474 0.000030 290.636578 2.862435 1.405742 1.412812 0.996844 0.000027 0.996795 0.000024 0.996827 0.000021 128.446482 3.397356 0.994709 0.998989 0.891722 0.000065 0.891653 0.000026 0.891758 0.000018 139.458735 3.854942 0.890008 0.893443 0.813872 0.000019 0.813838 0.000031 0.814038 0.000020 32.978417 3.828498 0.812322 0.815428
5 5786 -25.628800 1790.160000 1700.340000 5.500000 0.120000 3.215385e+08 0.256198 1.992227 0.000062 1.991841 0.000107 1.992066 0.000327 1314.438002 2.735518 1.985299 1.999203 1.409103 0.000032 1.409184 0.000046 1.409192 0.000029 298.577512 2.799197 1.405551 1.412674 0.996720 0.000024 0.996616 0.000031 0.996684 0.000015 131.435472 3.378812 0.994616 0.998834 0.891548 0.000102 0.891516 0.000024 0.891593 0.000018 142.656474 3.782771 0.889872 0.893230 0.813673 0.000025 0.813629 0.000027 0.813877 0.000016 35.056578 3.769827 0.812117 0.815236
5 5787 -25.628800 1790.230000 1700.720000 5.700000 0.120000 3.220979e+08 0.255667 1.991917 0.000071 1.991540 0.000125 1.991694 0.000340 1294.650735 2.727577 1.985022 1.998861 1.408884 0.000036 1.408915 0.000040 1.409000 0.000030 311.643533 2.803152 1.405406 1.412380 0.996599 0.000022 0.996459 0.000031 0.996547 0.000015 132.447846 3.279833 0.994538 0.998670 0.891410 0.000043 0.891276 0.000020 0.891439 0.000018 142.509553 3.706751 0.889667 0.893160 0.813649 0.000025 0.813645 0.000029 0.813738 0.000019 35.151291 3.827069 0.812074 0.815231
5 5788 -25.628600 1791.150000 1701.350000 5.900000 0.120000 3.220979e+08 0.254567 1.991532 0.000075 1.991336 0.000120 1.991339 0.000336 1298.278551 2.718670 1.984715 1.998397 1.408674 0.000037 1.408745 0.000041 1.408753 0.000030 305.676871 2.778047 1.405179 1.412188 0.996395 0.000023 0.996209 0.000028 0.996407 0.000018 131.253091 3.314469 0.994330 0.998470 0.891288 0.000070 0.891142 0.000021 0.891309 0.000019 141.850190 3.716806 0.889577 0.893006 0.813481 0.000026 0.813497 0.000029 0.813618 0.000021 34.590653 3.751283 0.811950 0.815017
5 5789 -25.628600 1790.970000 1701.580000 6.100000 0.120000 3.225175e+08 0.253888 1.991254 0.000083 1.991011 0.000103 1.991017 0.000313 1289.678675 2.737721 1.984427 1.998127 1.408607 0.000036 1.408679 0.000046 1.408568 0.000031 289.132378 2.787823 1.405115 1.412117 0.996189 0.000019 0.996060 0.000026 0.996223 0.000015 133.183613 3.265856 0.994182 0.998204 0.891158 0.000070 0.891043 0.000020 0.891184 0.000019 146.727187 3.638255 0.889501 0.892822 0.813426 0.000021 0.813418 0.000036 0.813544 0.000016 35.298615 3.749004 0.811899 0.814960
5 5790 -25.629100 1790.390000 1701.740000 6.300000 0.120000 3.216783e+08 0.254696 1.991110 0.000078 1.990750 0.000113 1.990735 0.000295 1309.502093 2.743681 1.984266 1.998002 1.408327 0.000037 1.408304 0.000045 1.408313 0.000033 296.553207 2.747822 1.404907 1.411763 0.996180 0.000021 0.995975 0.000025 0.996126 0.000018 138.780749 3.259454 0.994117 0.998252 0.891031 0.000041 0.890873 0.000015 0.891063 0.000018 142.913133 3.685485 0.889316 0.892752 0.813266 0.000022 0.813340 0.000041 0.813380 0.000015 33.954067 3.695611 0.811754 0.814784
5 5791 -25.628800 1790.390000 1698.640000 6.500000 0.120000 3.213986e+08 0.255178 1.990681 0.000063 1.990798 0.000118 1.990392 0.000253 1270.007859 2.768589 1.983723 1.997689 1.408217 0.000034 1.407923 0.000040 1.408113 0.000032 300.709048 2.759516 1.404726 1.411725 0.995984 0.000019 0.995929 0.000027 0.995968 0.000017 133.659096 3.234251 0.993984 0.997993 0.890906 0.000064 0.890752 0.000021 0.890924 0.000016 144.698411 3.652929 0.889214 0.892604 0.813222 0.000022 0.813058 0.000030 0.813294 0.000016 34.304030 3.692699 0.811690 0.814761
5 5792 -25.628700 1790.780000 1700.850000 6.700000 0.120000 3.213986e+08 0.255469 1.990355 0.000066 1.990166 0.000120 1.990107 0.000214 1309.834050 2.794858 1.983262 1.997500 1.407969 0.000035 1.407791 0.000038 1.407901 0.000032 302.191589 2.740114 1.404566 1.411390 0.995792 0.000019 0.995578 0.000027 0.995873 0.000015 133.804473 3.237659 0.993730 0.997863 0.890798 0.000051 0.890640 0.000019 0.890795 0.000019 143.261283 3.645381 0.889107 0.892497 0.813083 0.000019 0.813001 0.000029 0.813125 0.000017 33.767581 3.671624 0.811617 0.814554
5 5793 -25.629000 1791.390000 1699.960000 6.900000 0.120000 3.208392e+08 0.255856 1.989986 0.000065 1.989972 0.000132 1.989800 0.000167 1250.212080 2.816238 1.982805 1.997220 1.407799 0.000037 1.407567 0.000042 1.407637 0.000033 305.102547 2.729277 1.404401 1.411214 0.995621 0.000023 0.995556 0.000022 0.995662 0.000015 134.247057 3.219326 0.993631 0.997619 0.890656 0.000058 0.890553 0.000020 0.890713 0.000020 143.236764 3.621914 0.888946 0.892372 0.813045 0.000023 0.812851 0.000019 0.813072 0.000017 35.323191 3.663167 0.811524 0.814572
5 5794 -25.628700 1791.680000 1701.450000 7.100000 0.120000 3.209790e+08 0.255744 1.989913 0.000061 1.989740 0.000130 1.989545 0.000108 1264.768094 2.799969 1.982724 1.997154 1.407534 0.000039 1.407393 0.000038 1.407525 0.000032 310.205271 2.746209 1.404156 1.410928 0.995658 0.000024 0.995445 0.000023 0.995517 0.000014 132.771334 3.202010 0.993652 0.997672 0.890573 0.000077 0.890367 0.000020 0.890577 0.000021 144.655754 3.662147 0.888872 0.892281 0.812865 0.000015 0.812743 0.000046 0.813021 0.000017 34.905264 3.658932 0.811390 0.814346
5 5795 -25.628400 1791.690000 1699.390000 7.300000 0.120000 3.205594e+08 0.255788 1.989696 0.000074 1.989367 0.000127 1.989360 0.000085 1241.599139 2.812484 1.982398 1.997047 1.407359 0.000038 1.407379 0.000044 1.407247 0.000034 298.340327 2.744861 1.403982 1.410752 0.995511 0.000024 0.995251 0.000025 0.995381 0.000015 135.416359 3.221372 0.993493 0.997536 0.890447 0.000075 0.890237 0.000019 0.890460 0.000019 143.959656 3.610444 0.888747 0.892155 0.812794 0.000020 0.812708 0.000050 0.812859 0.000017 34.118031 3.670694 0.811332 0.814261
5 5796 -25.628800 1791.160000 1698.950000 4.500000 0.199998 3.208392e+08 0.257948 1.993369 0.000104 1.994629 0.000163 1.994290 0.000103 1358.592409 2.939041 1.985871 2.000925 1.410295 0.000030 1.410922 0.000108 1.410608 0.000039 263.320026 3.194309 1.406613 1.413998 0.997368 0.000037 0.997795 0.000105 0.997752 0.000037 112.511651 3.973891 0.995102 0.999645 0.892231 0.000096 0.892537 0.000094 0.892478 0.000042 117.667246 4.458396 0.890424 0.894045 0.814416 0.000038 0.814836 0.000070 0.814647 0.000042 26.524604 4.550838 0.812709 0.816132
5 5797 -25.628700 1791.060000 1699.090000 4.700000 0.199998 3.211189e+08 0.258101 1.993214 0.000079 1.993912 0.000137 1.993585 0.000112 1340.545522 2.886450 1.985809 2.000676 1.410039 0.000034 1.410503 0.000055 1.410349 0.000036 273.445784 3.067570 1.406295 1.413803 0.997205 0.000032 0.997401 0.000065 0.997389 0.000022 115.467746 3.751082 0.994963 0.999457 0.892200 0.000107 0.892281 0.000043 0.892295 0.000033 126.438140 4.221171 0.890404 0.894005 0.814348 0.000038 0.814502 0.000052 0.814505 0.000040 31.114327 4.300579 0.812623 0.816080
5 5798 -25.628600 1791.170000 1699.510000 4.900000 0.199998 3.216783e+08 0.258493 1.993036 0.000065 1.993009 0.000117 1.993146 0.000220 1294.532152 2.854298 1.985802 2.000324 1.409771 0.000030 1.410099 0.000036 1.410010 0.000027 280.218343 2.948654 1.406130 1.413430 0.997158 0.000030 0.997181 0.000043 0.997162 0.000023 122.478669 3.573246 0.994984 0.999341 0.891965 0.000071 0.892047 0.000029 0.892138 0.000034 134.531480 4.050680 0.890146 0.893793 0.814166 0.000032 0.814274 0.000039 0.814344 0.000030 31.550257 4.017088 0.812519 0.815820
5 5799 -25.628600 1792.490000 1701.170000 5.100000 0.199998 3.216783e+08 0.258000 1.992644 0.000055 1.992439 0.000106 1.992720 0.000274 1287.563851 2.792000 1.985565 1.999773 1.409564 0.000034 1.409679 0.000038 1.409771 0.000028 288.229626 2.883966 1.405963 1.413184 0.996991 0.000024 0.996979 0.000026 0.996979 0.000021 124.586859 3.441631 0.994869 0.999122 0.891832 0.000090 0.891825 0.000027 0.891887 0.000023 136.077799 3.917689 0.890096 0.893575 0.813941 0.000034 0.814042 0.000031 0.814201 0.000026 32.774436 3.954694 0.812316 0.815574
5 5800 -25.628600 1792.100000 1701.330000 5.300000 0.199998 3.216783e+08 0.257884 1.992486 0.000058 1.991998 0.000110 1.992375 0.000300 1332.824045 2.753087 1.985482 1.999540 1.409366 0.000030 1.409416 0.000035 1.409385 0.000029 292.876065 2.837272 1.405809 1.412942 0.996843 0.000023 0.996718 0.000032 0.996788 0.000017 131.944329 3.387088 0.994716 0.998978 0.891700 0.000081 0.891643 0.000026 0.891720 0.000023 137.475241 3.835258 0.890037 0.893371 0.813820 0.000024 0.813798 0.000024 0.814018 0.000023 34.227986 3.851492 0.812239 0.815407
5 5801 -25.628800 1792.360000 1701.560000 5.500000 0.199998 3.213986e+08 0.257702 1.991997 0.000065 1.991814 0.000095 1.991988 0.000314 1297.561786 2.719868 1.985139 1.998904 1.409045 0.000034 1.409169 0.000036 1.409072 0.000032 299.683959 2.814949 1.405545 1.412562 0.996616 0.000021 0.996582 0.000022 0.996612 0.000020 128.800391 3.306930 0.994536 0.998705 0.891548 0.000074 0.891449 0.000025 0.891567 0.000018 142.497178 3.815773 0.889852 0.893251 0.813714 0.000018 0.813742 0.000028 0.813890 0.000016 33.366238 3.802734 0.812163 0.815272
5 5802 -25.628900 1792.180000 1700.980000 5.700000 0.199998 3.215385e+08 0.257068 1.991839 0.000071 1.991560 0.000116 1.991585 0.000330 1302.697687 2.721448 1.984966 1.998760 1.408888 0.000036 1.408873 0.000038 1.408989 0.000032 299.774289 2.791011 1.405406 1.412387 0.996468 0.000024 0.996405 0.000023 0.996486 0.000018 129.506856 3.315315 0.994407 0.998538 0.891424 0.000056 0.891300 0.000020 0.891421 0.000018 143.185262 3.722816 0.889680 0.893174 0.813620 0.000020 0.813557 0.000026 0.813767 0.000017 34.741042 3.758452 0.812092 0.815155
5 5803 -25.628500 1791.780000 1702.800000 5.900000 0.199998 3.219580e+08 0.256473 1.991535 0.000074 1.991275 0.000111 1.991160 0.000334 1280.290356 2.704166 1.984705 1.998414 1.408616 0.000034 1.408775 0.000044 1.408717 0.000030 307.802100 2.769794 1.405126 1.412123 0.996335 0.000022 0.996248 0.000027 0.996324 0.000017 130.057340 3.279600 0.994255 0.998425 0.891294 0.000058 0.891153 0.000018 0.891318 0.000020 144.741465 3.704181 0.889573 0.893023 0.813512 0.000024 0.813465 0.000023 0.813647 0.000014 35.088188 3.767908 0.811954 0.815077
5 5804 -25.628600 1791.310000 1697.840000 6.100000 0.199998 3.219580e+08 0.255836 1.991281 0.000076 1.991141 0.000108 1.990878 0.000308 1312.918129 2.738709 1.984473 1.998136 1.408522 0.000033 1.408503 0.000042 1.408490 0.000031 297.929475 2.784050 1.405010 1.412052 0.996261 0.000020 0.996170 0.000031 0.996199 0.000016 136.239088 3.257258 0.994223 0.998307 0.891163 0.000060 0.891028 0.000021 0.891172 0.000017 144.737963 3.670931 0.889471 0.892861 0.813346 0.000027 0.813425 0.000037 0.813517 0.000016 35.147475 3.719457 0.811783 0.814914
5 5805 -25.628700 1791.150000 1703.610000 6.300000 0.199998 3.220979e+08 0.254885 1.991056 0.000080 1.990727 0.000108 1.990627 0.000277 1281.145030 2.766264 1.984223 1.997937 1.408129 0.000038 1.408225 0.000042 1.408365 0.000028 306.132556 2.739759 1.404735 1.411539 0.996154 0.000026 0.995915 0.000027 0.996059 0.000016 135.770676 3.230312 0.994106 0.998211 0.891032 0.000050 0.890893 0.000022 0.891053 0.000017 145.760866 3.661671 0.889340 0.892731 0.813290 0.000016 0.813286 0.000027 0.813411 0.000018 36.393475 3.702640 0.811800 0.814787
5 5806 -25.628800 1790.930000 1702.270000 6.500000 0.199998 3.219580e+08 0.255140 1.990496 0.000061 1.990527 0.000100 1.990348 0.000229 1269.218511 2.779622 1.983479 1.997563 1.408152 0.000034 1.408024 0.000039 1.408026 0.000034 300.412353 2.754114 1.404706 1.411616 0.995987 0.000022 0.995863 0.000025 0.995916 0.000015 137.675544 3.236052 0.993969 0.998013 0.890911 0.000077 0.890723 0.000018 0.890899 0.000019 146.481799 3.638209 0.889242 0.892587 0.813137 0.000022 0.813079 0.000028 0.813259 0.000016 35.125372 3.698245 0.811629 0.814651
5 5807 -25.628600 1791.570000 1702.260000 6.700000 0.199998 3.218182e+08 0.254295 1.990381 0.000070 1.990217 0.000130 1.990035 0.000196 1303.381438 2.789375 1.983346 1.997466 1.407851 0.000034 1.407887 0.000041 1.407798 0.000032 302.766841 2.732294 1.404389 1.411332 0.995857 0.000021 0.995691 0.000026 0.995820 0.000015 136.162396 3.207241 0.993871 0.997852 0.890782 0.000045 0.890662 0.000021 0.890826 0.000018 145.662947 3.660901 0.889047 0.892524 0.813130 0.000021 0.812942 0.000029 0.813144 0.000020 34.085079 3.672457 0.811613 0.814652
5 5808 -25.628600 1791.980000 1700.820000 6.900000 0.199998 3.218182e+08 0.254063 1.990079 0.000067 1.989866 0.000139 1.989889 0.000177 1253.119606 2.803615 1.982912 1.997298 1.407871 0.000034 1.407783 0.000043 1.407720 0.000035 314.466778 2.722757 1.404460 1.411299 0.995641 0.000021 0.995482 0.000023 0.995736 0.000016 134.656480 3.222569 0.993619 0.997671 0.890668 0.000048 0.890475 0.000016 0.890699 0.000021 147.209219 3.622990 0.888973 0.892370 0.812978 0.000019 0.812987 0.000040 0.813016 0.000014 36.243608 3.656125 0.811492 0.814469
5 5809 -25.628800 1791.550000 1701.300000 7.100000 0.199998 3.208392e+08 0.253240 1.989808 0.000064 1.989653 0.000138 1.989483 0.000100 1265.425858 2.803775 1.982576 1.997094 1.407592 0.000037 1.407349 0.000040 1.407456 0.000034 317.065517 2.718486 1.404174 1.411028 0.995637 0.000021 0.995397 0.000029 0.995528 0.000014 133.363682 3.199118 0.993689 0.997593 0.890545 0.000086 0.890361 0.000018 0.890561 0.000021 145.717665 3.637983 0.888846 0.892250 0.812865 0.000020 0.812811 0.000027 0.812919 0.000018 36.940272 3.641591 0.811389 0.814346
5 5810 -25.628700 1791.130000 1701.740000 7.300000 0.199998 3.209790e+08 0.253566 1.989556 0.000072 1.989440 0.000133 1.989203 0.000067 1240.236336 2.819411 1.982231 1.996935 1.407313 0.000038 1.407130 0.000047 1.407329 0.000036 304.138204 2.712466 1.403930 1.410713 0.995476 0.000021 0.995320 0.000028 0.995350 0.000014 133.532177 3.203963 0.993506 0.997453 0.890411 0.000056 0.890194 0.000016 0.890442 0.000018 144.562460 3.636096 0.888682 0.892147 0.812813 0.000014 0.812626 0.000033 0.812878 0.000019 36.210567 3.625617 0.811335 0.814297
5 5811 -25.628400 1791.840000 1699.600000 4.500000 0.279996 3.212587e+08 0.257002 1.993213 0.000078 1.994679 0.000139 1.993926 0.000110 1379.676796 2.923333 1.985852 2.000629 1.409878 0.000036 1.411164 0.000081 1.410776 0.000029 264.741992 3.130036 1.406375 1.413399 0.997370 0.000029 0.997769 0.000101 0.997589 0.000031 112.991961 3.805109 0.995285 0.999463 0.892118 0.000117 0.892672 0.000084 0.892460 0.000030 122.667310 4.322537 0.890465 0.893777 0.814257 0.000024 0.814888 0.000084 0.814758 0.000041 27.725059 4.496733 0.812711 0.815809
5 5812 -25.628600 1790.400000 1699.810000 4.700000 0.279996 3.205594e+08 0.256690 1.993045 0.000076 1.993780 0.000152 1.993647 0.000116 1343.876500 2.878985 1.985727 2.000418 1.409981 0.000031 1.410504 0.000050 1.410355 0.000032 265.760068 3.096856 1.406370 1.413611 0.997254 0.000032 0.997401 0.000039 0.997440 0.000033 116.793095 3.741395 0.995083 0.999435 0.892053 0.000087 0.892332 0.000048 0.892255 0.000023 126.209671 4.142477 0.890320 0.893792 0.814184 0.000034 0.814645 0.000052 0.814492 0.000025 29.780360 4.235375 0.812532 0.815844
5 5813 -25.628600 1790.110000 1701.380000 4.900000 0.279996 3.204196e+08 0.255871 1.992828 0.000053 1.993130 0.000113 1.993147 0.000208 1293.598016 2.844787 1.985653 2.000055 1.409685 0.000031 1.410229 0.000035 1.409933 0.000028 282.417058 2.961409 1.406063 1.413326 0.997056 0.000032 0.997176 0.000039 0.997193 0.000020 121.664624 3.519661 0.994884 0.999237 0.891957 0.000067 0.892016 0.000027 0.892098 0.000025 132.634446 4.065516 0.890131 0.893790 0.814133 0.000026 0.814239 0.000043 0.814305 0.000029 31.669319 4.033218 0.812543 0.815729
5 5814 -25.628400 1789.770000 1703.770000 5.100000 0.279996 3.206993e+08 0.255997 1.992518 0.000058 1.992652 0.000105 1.992793 0.000262 1321.124812 2.803518 1.985436 1.999651 1.409492 0.000031 1.409811 0.000034 1.409765 0.000030 290.934374 2.877561 1.405876 1.413128 0.996911 0.000023 0.996986 0.000032 0.997029 0.000018 128.401410 3.439884 0.994783 0.999049 0.891836 0.000092 0.891812 0.000023 0.891913 0.000024 136.772228 3.903664 0.890118 0.893561 0.813995 0.000032 0.813981 0.000028 0.814218 0.000028 32.885483 3.950869 0.812362 0.815634
5 5815 -25.628100 1791.240000 1701.420000 5.300000 0.279996 3.211189e+08 0.255807 1.992298 0.000066 1.992181 0.000101 1.992423 0.000307 1318.484558 2.757621 1.985321 1.999324 1.409335 0.000032 1.409371 0.000032 1.409369 0.000028 294.696589 2.844990 1.405802 1.412885 0.996690 0.000021 0.996892 0.000033 0.996834 0.000017 130.004537 3.346262 0.994628 0.998760 0.891649 0.000078 0.891632 0.000023 0.891780 0.000019 138.924105 3.846047 0.889962 0.893342 0.813861 0.000028 0.813909 0.000024 0.814024 0.000022 32.399491 3.874902 0.812272 0.815457
5 5816 -25.628500 1790.200000 1700.250000 5.500000 0.279996 3.212587e+08 0.255493 1.992230 0.000061 1.991814 0.000113 1.991944 0.000319 1308.378860 2.734785 1.985269 1.999241 1.408954 0.000036 1.409154 0.000037 1.409198 0.000029 289.713108 2.814332 1.405473 1.412452 0.996735 0.000024 0.996588 0.000025 0.996648 0.000016 131.395450 3.349670 0.994664 0.998815 0.891523 0.000089 0.891477 0.000025 0.891586 0.000016 141.578706 3.817622 0.889838 0.893215 0.813656 0.000027 0.813763 0.000027 0.813907 0.000024 33.667956 3.834247 0.812114 0.815205
5 5817 -25.628600 1789.960000 1699.510000 5.700000 0.279996 3.216783e+08 0.254725 1.991910 0.000074 1.991387 0.000118 1.991554 0.000331 1289.127822 2.710478 1.985054 1.998814 1.408884 0.000035 1.408966 0.000043 1.408978 0.000031 297.262548 2.788547 1.405364 1.412421 0.996545 0.000024 0.996362 0.000027 0.996549 0.000019 127.998334 3.322927 0.994468 0.998632 0.891406 0.000063 0.891377 0.000024 0.891415 0.000019 144.280670 3.741795 0.889676 0.893143 0.813582 0.000021 0.813599 0.000025 0.813770 0.000019 34.881166 3.744860 0.812031 0.815140
5 5818 -25.628800 1790.220000 1699.470000 5.900000 0.279996 3.227972e+08 0.253120 1.991408 0.000070 1.991264 0.000106 1.991210 0.000329 1295.595322 2.738990 1.984556 1.998307 1.408691 0.000032 1.408725 0.000044 1.408724 0.000030 300.070185 2.787527 1.405213 1.412186 0.996315 0.000023 0.996251 0.000029 0.996343 0.000018 133.942584 3.302793 0.994259 0.998380 0.891309 0.000091 0.891133 0.000023 0.891279 0.000017 141.536297 3.723288 0.889587 0.893038 0.813500 0.000024 0.813460 0.000024 0.813634 0.000018 34.550103 3.723772 0.811968 0.815038
5 5819 -25.628600 1790.740000 1699.730000 6.100000 0.279996 3.220979e+08 0.253380 1.991150 0.000066 1.991014 0.000093 1.990951 0.000316 1270.739232 2.745731 1.984291 1.998058 1.408436 0.000032 1.408439 0.000042 1.408556 0.000031 303.711301 2.765589 1.404944 1.411946 0.996223 0.000022 0.996062 0.000027 0.996236 0.000018 134.790472 3.274376 0.994201 0.998253 0.891147 0.000078 0.891019 0.000021 0.891163 0.000018 141.840029 3.687130 0.889504 0.892797 0.813429 0.000016 0.813336 0.000027 0.813523 0.000018 35.483620 3.738501 0.811906 0.814958
5 5820 -25.628500 1790.670000 1701.010000 6.300000 0.279996 3.222378e+08 0.253067 1.991052 0.000082 1.990813 0.000106 1.990755 0.000296 1274.507415 2.749648 1.984172 1.997981 1.408374 0.000035 1.408188 0.000040 1.408268 0.000033 297.000635 2.763780 1.404907 1.411858 0.996179 0.000021 0.996015 0.000027 0.996076 0.000017 133.847146 3.281369 0.994149 0.998218 0.891021 0.000039 0.890857 0.000020 0.891055 0.000020 144.808029 3.674263 0.889313 0.892735 0.813283 0.000019 0.813164 0.000020 0.813397 0.000015 34.757031 3.724898 0.811822 0.814749
5 5821 -25.628600 1789.760000 1701.160000 6.500000 0.279996 3.216783e+08 0.253507 1.990569 0.000059 1.990681 0.000126 1.990349 0.000242 1260.040972 2.766636 1.983539 1.997650 1.408132 0.000034 1.407996 0.000045 1.408029 0.000033 300.458128 2.746030 1.404689 1.411592 0.995952 0.000020 0.995876 0.000024 0.995952 0.000015 132.607539 3.211190 0.993938 0.997974 0.890918 0.000088 0.890721 0.000021 0.890954 0.000020 143.465891 3.654319 0.889252 0.892591 0.813208 0.000019 0.813076 0.000027 0.813271 0.000018 34.888686 3.703679 0.811690 0.814732
5 5822 -25.628700 1790.630000 1699.470000 6.700000 0.279996 3.219580e+08 0.254011 1.990461 0.000058 1.990095 0.000125 1.990056 0.000201 1265.255322 2.791622 1.983444 1.997527 1.407924 0.000035 1.407906 0.000036 1.407841 0.000031 298.608523 2.758278 1.404469 1.411395 0.995861 0.000019 0.995635 0.000025 0.995793 0.000015 133.492857 3.236918 0.993880 0.997850 0.890798 0.000053 0.890603 0.000019 0.890822 0.000019 145.854440 3.652466 0.889085 0.892517 0.813048 0.000017 0.812984 0.000020 0.813154 0.000014 35.684803 3.680117 0.811546 0.814556
5 5823 -25.628700 1791.440000 1701.630000 6.900000 0.279996 3.219580e+08 0.254011 1.990327 0.000075 1.989911 0.000143 1.989805 0.000179 1273.476898 2.805225 1.983274 1.997431 1.407710 0.000036 1.407675 0.000045 1.407761 0.000033 302.059321 2.733584 1.404245 1.411192 0.995755 0.000019 0.995503 0.000024 0.995714 0.000016 135.492102 3.198863 0.993793 0.997725 0.890668 0.000044 0.890500 0.000017 0.890680 0.000019 146.024182 3.644350 0.888959 0.892383 0.812935 0.000018 0.812923 0.000025 0.813043 0.000020 35.168554 3.701972 0.811445 0.814431
5 5824 -25.628500 1791.430000 1701.460000 7.100000 0.279996 3.213986e+08 0.254801 1.989596 0.000076 1.989740 0.000138 1.989583 0.000121 1262.385641 2.810858 1.982319 1.996928 1.407699 0.000037 1.407449 0.000040 1.407500 0.000032 312.867415 2.725151 1.404301 1.411113 0.995520 0.000020 0.995444 0.000025 0.995591 0.000016 134.745639 3.214077 0.993522 0.997526 0.890554 0.000077 0.890392 0.000018 0.890547 0.000019 148.599817 3.625245 0.888841 0.892274 0.812949 0.000015 0.812797 0.000031 0.812931 0.000016 35.009960 3.643129 0.811486 0.814417
5 5825 -25.628600 1790.400000 1698.930000 7.300000 0.279996 3.208392e+08 0.255187 1.989556 0.000071 1.989387 0.000121 1.989268 0.000067 1257.167208 2.821001 1.982210 1.996957 1.407300 0.000038 1.407228 0.000046 1.407375 0.000035 299.134437 2.719036 1.403892 1.410724 0.995461 0.000017 0.995295 0.000034 0.995384 0.000014 134.501440 3.182539 0.993454 0.997476 0.890454 0.000094 0.890217 0.000017 0.890445 0.000019 145.683899 3.639183 0.888775 0.892141 0.812798 0.000024 0.812621 0.000035 0.812880 0.000019 34.830428 3.670489 0.811328 0.814274
5 5827 -25.628300 1789.960000 1699.550000 8.200000 -0.199992 3.219580e+08 0.252968 1.988328 0.000090 1.987942 0.000101 1.988118 0.000175 1247.803539 2.818896 1.980933 1.995778 1.406585 0.000038 1.406281 0.000045 1.406476 0.000033 295.116542 2.726052 1.403209 1.409978 0.994929 0.000024 0.994727 0.000029 0.994768 0.000016 136.070096 3.196220 0.992953 0.996913 0.889913 0.000053 0.889710 0.000021 0.889906 0.000017 143.163143 3.626338 0.888183 0.891650 0.812312 0.000019 0.812184 0.000042 0.812403 0.000018 33.535940 3.650722 0.810851 0.813778
5 5828 -25.628600 1790.630000 1702.050000 8.900000 -0.199992 3.230769e+08 0.250707 1.987673 0.000061 1.987078 0.000111 1.987490 0.000284 1239.766936 2.752332 1.980598 1.994798 1.406019 0.000035 1.405657 0.000042 1.405865 0.000035 294.128080 2.717917 1.402599 1.409457 0.994490 0.000027 0.994282 0.000022 0.994423 0.000015 132.836480 3.184109 0.992526 0.996463 0.889537 0.000085 0.889285 0.000019 0.889508 0.000018 142.563156 3.646959 0.887800 0.891282 0.812071 0.000018 0.811773 0.000057 0.812091 0.000017 34.356911 3.601159 0.810622 0.813526
5 5829 -25.628600 1789.140000 1699.310000 9.600000 -0.199992 3.227972e+08 0.251646 1.987044 0.000065 1.986293 0.000121 1.986466 0.000335 1249.386356 2.715371 1.980187 1.993948 1.405367 0.000038 1.405014 0.000044 1.405264 0.000033 297.057463 2.702478 1.401954 1.408797 0.994068 0.000024 0.993785 0.000019 0.994001 0.000017 128.451499 3.188731 0.992068 0.996077 0.889135 0.000065 0.888935 0.000022 0.889069 0.000018 143.592493 3.671847 0.887347 0.890931 0.811660 0.000022 0.811500 0.000035 0.811693 0.000015 35.966172 3.642338 0.810190 0.813135
5 5830 -25.628500 1790.580000 1699.540000 10.300000 -0.199992 3.226573e+08 0.251813 1.986167 0.000076 1.985660 0.000112 1.985448 0.000275 1229.868245 2.743198 1.979368 1.993014 1.404895 0.000041 1.404366 0.000047 1.404736 0.000034 298.915763 2.703571 1.401524 1.408282 0.993710 0.000024 0.993421 0.000027 0.993529 0.000015 130.592567 3.190371 0.991730 0.995699 0.888758 0.000059 0.888482 0.000020 0.888680 0.000017 142.936669 3.695059 0.886900 0.890625 0.811409 0.000021 0.811118 0.000051 0.811376 0.000022 35.553583 3.639304 0.809941 0.812883
5 5831 -25.628700 1790.120000 1701.910000 11.000000 -0.199992 3.223776e+08 0.252321 1.985071 0.000067 1.984687 0.000158 1.984645 0.000162 1223.322281 2.790028 1.977978 1.992215 1.404241 0.000038 1.403658 0.000045 1.404027 0.000036 291.944909 2.716637 1.400827 1.407672 0.993217 0.000024 0.992872 0.000025 0.993149 0.000016 128.263713 3.173824 0.991247 0.995195 0.888325 0.000061 0.888107 0.000019 0.888311 0.000017 142.423020 3.724139 0.886335 0.890324 0.811066 0.000020 0.810780 0.000039 0.811020 0.000015 33.939100 3.576413 0.809602 0.812536
